ID,Provider Name,Provider Address,Provider City,Provider State,PostalCode,Phone1_Type,Phone1_Number,Phone2_Type,Phone2_Number,FaxNumber,WebsiteUrl,USEFUL,FINDABLE,USABLE,TOTAL_SCORE,NOTES,Medicare,EmailAddress,ContactName,ContactBusinessTitle,HOUSING,COMMUNITY SUPPORT & HEALTH SERVICES,OUTDOOR SPACES AND BUILDINGS,RESPECT AND SOCIAL INCLUSION,TRANSPORT,CIVIC PARTICIPATION & EMPLOYMENT,COMMUNICATION & INFORMATION,SOCIAL PARTICIPATION,Elderly and Disabled,Assisted Living,Independent Living,Bridge to Independence,Traumatic Brain Injury / Spinal Cord Injury,Intellectual Disability / Developmental Disability,Private Pay: Credit,Private Pay: Cash,Other,Private Insurance,Medicaid,Private Pay: Check
93,"Apria Healthcare, Incorporated*",198 Pass Road,Biloxi,MS,39531,Main,9042415310,,,,www.apria.com ,7,7,7,21,,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
94,Apria Healthcare Inc.,701 Technology Drive ,Canonsburg,PA,15317,Main,2283852200,,,,https://www.apria.com/ ,5,5,5,15,not a MS location,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
95,Apria Healthcare Incorporated*,1794 Cliff Gookin Boulevard,Tupelo,MS,38801,Main,6628422116,,,,https://www.apria.com/ ,7,7,7,21,,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
96,"Arcadia Health Services, Inc.",6061 Stage Road,Bartlett,TN,38134,Main,9014585887,,,,http://www.arcadiahomecare.com/,4,5,7,16,no MS locations,0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
97,Archangels Home Health and Hospice*,4573 Highway 15 North,Laurel,MS,39443,Main,6016499321,,,,,1,1,1,3,"unreachable by phone, can't find online",0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
98,Arc of Mississippi Gautier*,4101G Vancleve Road 103,Gautier,MS,39553,Main,2284971044,Toll Free Hotline,8007171180,(601) 982-5792,www.arcms.org,5,7,7,19,"the Arc is an organization that provides day services for kids and adults with developmental disabilities. May not be super relevant for most aging adults, but it is a great resource for those with DDs. ",0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99,Arc of Mississippi Harrison County*,3109 Gulf Avenue,Gulfport,MS,39501,Main,2284971044,Toll Free Hotline,8007171180,(601) 982-5792,"www.arcms.org,",5,7,7,19,,0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,Arc of Mississippi Jones County*,138 Wisteria Train,Laurel,MS,39441,Main,6014262944,Toll Free Hotline,8007171180,,www.arcms.org,5,7,7,19,,0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101,Arc of Mississippi Pearl River County*,Post Office Box 1816 ,Picayune,MS,39466,Main,8007171180,,,,www.arcms.org,5,7,7,19,,0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
102,Arc of Mississippi Southeast Area*,65 Bonhomie Road,Hattiesburg,MS,39401,Main,6015834251,Toll Free Hotline,8007171180,(601) 982-5792,www.arcms.org,5,7,7,19,,0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103,Arc of Mississippi West Jackson*,7009 Redbud Lane,Ocean Springs,MS,39564,Main,2288180592,Toll Free Hotline,8007171180,,www.arcms.org,5,7,7,19,,0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104,Arenia C. Mallory Community Health Center*,17820 Highway 17 South ,Lexington,MS,39095,Main,6628341857,,,,www.mallorychc.org ,7,7,7,21,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
105,Armed Forces Retirement Home*,1800 Beach Boulevard,Gulfport,MS,39507,Main,8004229988,,,,www.afrh.gov,6,7,7,20,,0,rtaylor@amitecountyms.gov,,,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
106,Arrington At Plantation Pointe,234 Windsor Boulevard,Columbus,MS,39702,Main,6622410001,,,(662) 241-0091,https://plantation-pointe.net/TA.html,7,7,7,21,,0,,Misty Holder,Admissions Director,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1
107,Arriva Medical LLC,4252 Northwest 120th Avenue,Coral Springs,FL,33065,Main,8882163576,,,,www.arrivamedical.com ,1,1,1,3,,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
108,Arthur E. Wood Health Clinic*,920 Matthew Drive,Waynesboro,MS,39367,Main,6017357101,,,,,7,6,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
109,Arthur Wood Medical Clinic*,951 Matthew Drive,Waynesboro,MS,39367,Main,6017353918,,,(601) 735-4227,www.waynegeneralhospital.org,7,7,7,21,,1,,Marley,Receptionist,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
110,ASAP Ambulance*,416 Weathersby Road,Hattiesburg,MS,39402,Main,6016023112,,,,,1,1,1,3,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
111,Asbury Hospice House,304 South 40th Avenue,Hattiesburg,MS,39402,Main,8448004663,,,,https://www.forresthealth.org/our-locations/locations-profile/?id=229,6,7,7,20,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1
112,A Second Chance,9730 May Lake Drive,Meridian,MS,39301,Main,6017710240,Other,6016164605,,,4,4,4,12,addiction rehab,0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
113,Ashbury Court*,108 Ashbury Court,Tupelo,MS,38801,Main,6017710240,Other,6016164605,,www.unitedchurchhomes.org,7,7,7,21,,0,rtaylor@amitecountyms.gov,,,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
114,Ashland Drug*,15917 Boundary Street,Ashland,MS,38603,Main,6012248922,,,,,6,6,7,19,,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1
115,Ashley Parker LLC,225 Honours Drive,Madison,MS,39110,Main,6016135078,,,,,1,1,1,3,,0,ashleyparkerswk@gmail.com,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
116,"Ashwini Kothekar Margaitis, DO - Geriatrician",498 Tuscan Avenue,Hattiesburg,MS,39401,Main,6013186051,,,,,1,1,1,3,this person is now in FL. could not locate this person by phone,1,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
117,Assisted Living (AL) Waiver,"550 High Street, Suite 1000",Jackson,MS,39201,Main,6013596141,Toll Free Hotline,8004212408,,https://medicaid.ms.gov/programs/assisted-living-waiver/,5,7,7,19,"may be beneficial for those between 50 and 64 who require assisted living services. Medicaid waiver, so individuals 65 and older do not qualify i don't think. ",0,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
118,Associated Diabetic Supplies,7837 West Sample Road,Coral Springs,FL,33065,Main,9547968376,,,,,1,1,1,3,,0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
119,Association for Seniors with Disabilities of Mississippi,7 Lakeland Circle ,Jackson,MS,39216,Main,6019821180,Other,6019825792,,,1,1,1,3,phone number not active. cannot locate online,0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
120,"At Home Care, Inc- Gloster ",161 East Main Street ,Gloster,MS,39638,Main,6012254747,,,(601) 225-4787,https://www.at-home-care.com/,7,7,7,21,there are more locations that whats listed,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
121,"At Home Care, Inc. - Meridian","1902 Front Street, Suite 201-202",Meridian,MS,39301,Main,6015811671,,,(601) 581-1677,https://www.at-home-care.com/,7,7,7,21,there are more locations that whats listed,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
122,At Home Care - Brookhaven ,230 West Court Street ,Brookhaven,MS,39601,Main,6018234013,,,(601) 823-4014,https://www.at-home-care.com/ ,7,7,7,21,there are more locations that whats listed,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
123,At Home Care - Jackson ,"5015 I-55 North, Suite A",Jackson,MS,39206,Main,6013621701,,,(601) 362-0405,https://www.at-home-care.com/ ,7,7,7,21,there are more locations that whats listed,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
124,At Home Care - Main Office ,306 Church Street,Port Gibson,MS,39150,Main,6014373524,Toll Free Hotline,8447408533,(601) 437-3570,https://www.at-home-care.com/ ,7,7,7,21,there are more locations that whats listed,0,athomecare3524@aol.com,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
125,At Home Care - McComb ,"612 Delaware Avenue, Suite 18",McComb,MS,39648,Main,6016840220,,,,https://www.at-home-care.com/ ,7,7,7,21,there are more locations that whats listed,0,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
126,Atlantic Medical LLC*,1068 Thousand Oaks Drive,Hernando,MS,38632,Main,6624493200,,,,,1,1,1,3,,0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
127,Attala County Hospital*,Montfort Jones Memorial Hospital,Kosciusko,MS,39090,Main,6622894311,,,,www.mjmh.com,6,6,6,18,web link doesn't work,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
128,Attala Housing Authority*,311 Gilland Street ,Kosciusko,MS,39090,Main,6622895181,,,,"www.haattalaco,@tefco.com",4,6,6,16,HUD housing. link provided does't work. ,0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
129,Atwood Personal Care Home*,101 Pilot Street ,Philadelphia,MS,39350,Main,6016567394,,,,www.atwoodpersonalcarehome.com/index.html ,6,7,7,20,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1
130,Audibel Hearing Healthcare - Biloxi,2575 Pass Road,Biloxi,MS,39531,Main,2283850361,Other,2283850363,,www.audibel.com,7,7,7,21,,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
131,Audibel Hearing Healthcare - Columbia,433 Broad Street,Columbia,MS,39429,Main,6017364002,,,,www.audibel.com,7,7,7,21,,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
132,Audibel Hearing Healthcare - Hattiesburg,3901 Hardy Street,Hattiesburg,MS,39402,Other,6012615995,,,,www.audibel.com,7,7,7,21,,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
133,Audibel Hearing Healthcare - Laurel,515 North 6th Avenue,Laurel,MS,39440,Main,6014269628,,,,www.audibel.com,7,7,7,21,,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
134,Audibel Hearing Healthcare - Pascagoula,1414 Telephone Road,Pascagoula,MS,39567,Main,2287622033,,,,www.audibel.com,7,7,7,21,,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
135,Audibel Hearing Healthcare - Picayune,1817 Highway 11 North,Picayune,MS,39466,Main,6017980550,,,,www.audibel.com,7,7,7,21,,1,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
136,Austin Run Estates*,7100 Mallard Creek Drive,Horn Lake,MS,43302,Main,6623938419,,,,www.unitedchurchhomes.org ,7,7,7,21,,0,rtaylor@amitecountyms.gov,,,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
137,Autism Center of North Mississippi*,146 South Thomas Street,Tupelo,MS,38801,Main,6628400974,,,,,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
138,Autumn Light Care Home ,1458 Moncure Marble Road,Terry,MS,39170,Main,6018789684,,,,,1,1,1,3,phone number not in service--i think no longer in business,0,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
139,Autumn View Senior Day Service,14321 Dedeaux Road,Gulfport,MS,39503,Main,2288310048,,,(228) 831-0058,www.adultdaycare.org,7,7,7,21,,0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
140,Available Medical Supplies Incorporated*,912 Highway 15,Stringer,MS,39481,Main,6016494418,,,,,1,1,1,3,number not in service,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
141,Aventis Patient Assistance Program,Post Office Box 759,Somerville,NC,28222-1857,Toll Free Hotline,8002214025,Other,8667347372,,needymeds.org ,5,5,5,15,"though not a MS address, it provides excellent information on low-cost services. Just put in a zipcode and it will find available local resources/services",0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
142,Avonlea Retirement Cottages*,Avonlea Retirement Cottages,Tupelo,MS,38801,Main,6626809520,Contact Person,6628406163,,https://avonleaassistedliving.com,7,7,7,21,,0,,,,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
143,Avritt Medical Equipment*,4020 Highway 8 E,Cleveland,MS,38732,Main,6628437007,Other,6628437071,(662) 843-7071,https://www.avrittmedical.com,7,7,7,21,more locations,1,ame@avrittmedical.com,Jennifer Ramage,Manager,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
144, Azalea Gardens Retirement Community*,100 Azalea Drive,Oxford,MS,38655,Main,6622349600,Toll Free Hotline,8889327747,,https://seniorcarehomes.com/assisted-living-facilities/mississippi/oxford/azalea-garden-assisted-living-community/,7,7,7,21,,1,,,,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0
145,AZ and Me Prescription Center,Post Office Box 66551,St. Louis,MO,63166,Main,8002926363,Toll Free Hotline,8009618323,,www.astrazeneca-us.com ,1,1,1,3,,0,rtaylor@amitecountyms.gov,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
146,Azria Lewers and Jessie Lyons Manor Apartments*,106 Creek Dr.,Como,MS,38619,Main,6622535186,,,(662) 233-6089,https://www.facebook.com/p/Azria-Lewers-Jessie-J-Lyons-Manor-100057269627422/,7,6,7,20, an affordable housing senior community for 62 years or older,0,como@tescoproperties.com,Shirley Malone,Manager,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1
147,B1 Nursing ,3023-A Highway 80 East,Pearl,MS,39208,Main,7695727207,,,(855) 598-8071,https://www.b1nursingcare.org/ ,6,6,5,17,no contact information available on website,0,b1nursingcare@gmail.com,Danae Brown,Manager,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
148,Back Bay Mission*,1012 Division Street,Biloxi,MS,39530,Main,2284320301,,,(228) 374-2922,www.thebackbaymission.org ,5,7,7,19,,0,backbaymission@thebackbaymission.org,,,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
149,Bailey Nutrition Center*,674 Highway 495,Bailey,MS,39320,Main,6017375439,,,,,1,1,1,3,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
150,Bannerman Apartments*,114 Harpole Street,Belzoni,MS,39038,Main,6622471134,,,,,7,5,7,19,"affordable, age 62 plus housing",0,como@tescoproperties.com,Allison Riley,Property Manager,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
151,Baptist Adult Day (Active Day) / Clinton ,652 Highway 80 East ,Clinton,MS,39056,Main,6019261222,,,(601) 924-3907,https://www.baptistonline.org/locations/specialty-facilities/baptist-adult-day-health-services-clinton,7,7,7,21,,0,,,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1
152,Baptist Home Care and Hospice-Batesville*,548 Highway 6 East ,Batesville,MS,38606,Main,6625788402,,,,https://lhcgroup.com/locations/baptist-home-care-and-hospice-batesville/,7,7,7,21,,0,,Lee Gentry,Director,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
153,Baptist Home Medical Equipment*,2003 Harris Drive,Oxford,MS,38655,Main,6622340555,,,,,1,1,1,3,number not in service,1,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
154,Baptist Homes Incorporated,461 Goodloe Road,Canton,MS,39046,Main,6018592100,,,,,1,1,1,3,,0,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
155,Baptist Medical Center - Leake,310 Ellis Street,Carthage,MS,39051,Main,6012671100,Other,6012671300,,https://www.baptistonline.org/locations/leake,6,6,7,19,,0,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
156,Baptist Memorial Hospital - Boonville*,100 Hospital Street,Booneville,MS,38829,Main,6627205000,,,,www.baptistonline.org ,7,7,7,21,,1,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
157,Baptist Memorial Hospital - Desoto*,7601 Southcrest Parkway,Southaven,MS,38671,Main,6627724000,,,,www.baptistonline.org ,7,7,7,21,,1,como@tescoproperties.com,,,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
158,Baptist Memorial Hospital - Golden Triangle*,2520 5th Street North,Columbus,MS,39705,Main,6622441000,,,,www.baptistonline.org,7,7,7,21,,1,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
159,Baptist Memorial Hospital-Oxford*,2301 South Lamar Boulevard,Oxford,MS,38665,Main,6622441000,,,,www.baptistonline.org,7,7,7,21,,0,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
160,Baptist Memorial Hospital-Union County*,200 Highway 30 West,New Albany,MS,38652,Main,6625387631,,,,www.baptistonline.org,7,6,7,20,,1,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
161,Baptist Minor Medical Center*,8990 Germantown Extension,Olive Branch,MS,38654,Main,6628931160,,,,,6,5,6,17,,1,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
162,Bar-Sel Personal Care Home*,608 Branton Avenue,Columbia,MS,39429,Main,6017367355,,,,,1,1,1,3,number not in service--i think they're out of business,0,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
163,Barnett's Lawn Care and More*,11897 River Estates Circle,Biloxi,MS,39532,Main,2288616304,,,,,1,1,1,3,,0,como@tescoproperties.com,,,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
164,"Barnett Apothecary, LLC*",606 Battleground Drive,Iuka,MS,38852,Main,6624239994,,,,https://www.barnettapothecary.com,6,7,7,20,,1,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
165,Batson Physical Therapy*,711 Hall Street,Wiggins,MS,39577,Main,6019285511,,,,https://www.facebook.com/BatsonPhysicalTherapy/,6,6,7,19,,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
166,"Baxter Supply Services, LLC",1620 Waukegan Road,McGaw Park,IL,60085,Main,8474736534,,,,,1,1,1,3,,0,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
167,Bayou Acres Apartments*,100 Holland Drive,Metcalfe,MS,38760,Main,6623329333,,,,,4,4,4,12,low-income apartments--not senior citizen specific,0,,Sherrilyn Jenkins,Manager,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
168,Bay Springs Nutritional Site,39 South 6th Street,Bay Springs,MS,39422,Main,6017644112,,,,,1,1,1,3,,0,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
169,Bay St. Louis Housing Authority*,601 Lucien Kidd Street,Bay St. Louis,MS,39520,Main,2284674545,,,(228) 467-4517,,4,4,4,12,,0,,,,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
170,Bay Tower Senior Apartments*,1203 Market Street,Pascagoula,MS,39567,Main,2283120470,Other,2283120472,(228) 312-0472,www.realtexms.com,5,3,4,12,"says senior apartments, but web link does not bring you to that specific complex. No search capability on website. Not at all intuitive or user friendly. Refers mostly to student housing",0,como@tescoproperties.com,,,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
171,Bay Vista Baptist Food Pantry*,2485 Pass Road,Biloxi,MS,39531,Main,2283881166,,,,,1,1,1,3,no longer have a food pantry,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
172,Baywood Place Senior Apartments*,1900 Switzer Road,Gulfport,MS,39507,Main,2286042484,,,(228) 604-2485,,7,6,7,20,senior living complex--55 plus,0,,Sarah Smith,Assistant Manager,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
173,Beacon Behavioral Health - Southern Mississippi*,310 Cahal Street,Hattiesburg,MS,39401,Main,6016020221,Other,6016020225,,www.beaconbh.com,5,7,7,19,"Behavioral health only. Not sure how useful this is to most aging adults, but could be useful for some. ",0,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
174,Beacon Behavorial Health - Gulf Coast*,12450 Shortcut Road,Biloxi,MS,39532,Main,6016020221,Other,6016020225,,www.beaconbh.com,5,7,7,19,,0,como@tescoproperties.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
175,Beautiful Life Adult Day Care,1551 2nd Avenue North ,Columbus,MS,39701,Main,6623291025,,,,http://beautifullifeadc.com/about-us/ ,7,7,7,21,,0,eddie@beautifullifeadc.com,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
176,Beauvoir United Methodist Church*,2113 Pass Road,Biloxi,MS,39531,Main,2283881478,Other,2283881474,,www.beauvoirumc.org,6,7,7,20,,0,Beauvoirumc@gmail.com,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
177,"Bedford Care Center Monroe Hall, LLC*",300 Cahal Street,Hattiesburg,MS,39401,Main,6015829157,,,(601) 582-2639,www.bedfordcarecenters.com,7,7,7,21,,0,vjordon@bedfordcc.com,Velma Jordon,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
178,Beech Lane Apartments*,31 Ryan Street #81 ,Belzoni,MS,39038,Main,6622471997,,,,,4,4,4,12,regular apt complex,0,,Cynthia James,Manager,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
179,Bee Hive Homes,708 Columbus Avenue,Philadelphia,MS,39350,Main,6015640021,,,(601) 656-0220,https://beehivehomes.com/locations/philadelphia/,7,7,7,21,more locations,0,beehivehomesofphiladelphia@maxxsouth.net,John Mayfield,Owner,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1
180,Bee Hive Homes,410 Townsend Road,Forest,MS,39074,Main,6015640021,,,(601) 469-9476,https://beehivehomes.com/locations/forest/,7,7,7,21,,0,beehivehomesofforest@maxxsouth.net,John Mayfield,Owner,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1
181,Bee Hive Homes of Marion,5750 Dale Drive,Marion,MS,39342,Main,6015640021,,,(601) 482-8804,https://beehivehomes.com/locations/marion/,7,7,7,21,,0,,Monroe Mayfield,Owner,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1
182,Bee Hive Homes of Newton,601 South Main Street,Newton,MS,39345,Main,6015640021,,,(601) 683-6166,https://beehivehomes.com/locations/newton/,7,7,7,21,,0,,John Mayfield,Owner,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1
183,Bel-Air Senior Recreation Center*,71 East Troy Street,Tupelo,MS,38804,Contact Person,6628413791,,,,https://tupeloparksandrec.org/therapeutic-recreation/senior-recreation ,6,6,7,19,,0,webmaster@tupeloms.gov,Pat Clark,Director,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
184,Bellmont Gardens*,871 Motsie Road,Biloxi,MS,39532,Main,2283923350,Other,2283923351,,www.newhorizongroup.com,4,1,1,6,awful website. Not user friendly or intuitive,0,ahamilton@bedfordcc.com,,,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
185,Belzoni Respiratory Care*,111 Church Street,Belzoni,MS,39038,Main,6622471103,,,(662) 247-1103,,7,6,7,20,,0,,Cindy Ragland,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
186,"Benefield Eye Care, PC",14225 Dedeaux Road,Gulfport,MS,39503,Main,2283280972,,,(228) 328-0975,www.benefieldeyecare.com,6,7,7,20,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
187,Benndale Personal Care*,118 Golden Years Drive,Lucedale,MS,39452,Main,6019455100,,,,,6,6,6,18,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
188,Benton County Health Department*,105 Fourth Street,Ashland,MS,38603,Main,6622246442,,,,https://www.mdhs.ms.gov/services/ ,1,1,1,3,not correct web page.https://www.mdhs.ms.gov/services/ ,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
189,Bethel Estates - Pass Estates*,796 Brill Street,Pass Christian,MS,39571,Main,2282061997,Contact Person,2284524016,(228) 452-4015,,1,1,1,3,number not in service. number listed on google incorrect. ,0,,Julianna Bell,Community Director,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
190,Bethel Free Health Clinic,1650 Carrol Drive,Biloxi,MS,39531,Main,2285943640,,,(228) 594-3641,www.bethelfreeclinic.org ,6,7,6,19,"some links on webpage don't work, but still a great resource for low income adults",0,bethelkatclinic@gmail.com,,Executive Director,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
191,Bethel Lutheran Church*,2521 Pass Road,Biloxi,MS,39531,Main,2283881226,,,,https://www.bethelelca.com,4,4,4,12,,0,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
192,Better Communication Clinic*,5439 West Aloha Drive,Diamondhead,MS,39525,Main,2282558889,,,(228) 255-0890,https://www.facebook.com/bettercommunicationclinic/,6,6,6,18,their official weblink domain is not registered,1,,,,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
